city_id,address,duration,name,ranking_interest,photo,description,price,activity_types
2,"Piazza del Colosseo, 1, 00184 Roma RM, Italie",120,Le Colisée,5,colisee.jpg,"Monument extraordinaire qui accueillait les combats de gladiateurs autrefois, le Colisée remonte à l’an 72. L’amphithéâtre Flavien (c’est aussi comme ça qu’on l’appelle) a été construit pour accueillir un public pouvant aller jusqu’à 50.000 personnes. Le site, qui fut le théâtre de nombreuses morts horribles, est un lieu historique et une étape incontournable pour tout amateur d’Histoire et d’architecture. Très prisé par les touristes, le Colisée défit le temps et a notamment inspiré le film Gladiator. Il est aussi considéré comme le plus grand amphithéâtre de l’Empire romain au monde : sans nul doute donc, il est une référence pour visiter Rome.",7,culture
2,"Via della Salara Vecchia",150,Le forum romain,4.5,forum.jpg,"Située dans une dépression marécageuse, la zone est asséchée dès le VIème siècle avant JC pendant le règne du Roi Tarquinus Priscus. En effet, les collines alentours s’étaient progressivement peuplées, faisant de cette zone inhospitalière un lieu central. Les premiers bâtiments publiques y sont alors construits et le forum deviendra rapidement le centre religieux, politique et judiciaire de la ville de Rome. Se trouveront ici entre autres, le sénat (Curie), la tribune aux harangues (Rostres), le temple de Saturne, de Castor et Pollux, de la Concorde et plusieurs basiliques (ayant un rôle commercial et judiciaire)…",7,culture
2,"Piazza della Rotonda, 00186 Roma RM, Italie",20,Le Panthéon,4.5,pantheon.jpg,"Le mieux conservé des monuments antiques de Rome impressionne par son imposante façade à colonnade et ses murs extérieurs robustes, mais c’est une fois son seuil franchi qu’on perçoit toute sa mesure. Le puits de lumière qui descend de l’oculus au centre de l’immense coupole du Panthéon éclaire les tombeaux royaux le long des parois circulaires recouvertes de marbre de l’édifice.",0,culture
2,"Piazza di Trevi, 00187 Roma RM, Italie",30,La fontaine de Trévi,4,trevi.jpg,"Construite à la demande du Pape Benoit XIV, elle est l’œuvre de Nicolas Salvi qui l'achève en 1762. La fontaine est venue remplacer la bouche de l'aqueduc romain qui amène toujours l'eau d'une source, l'Acqua Virgine. Une jeune fille nommée Trevi, aurait révélé l'emplacement de la source à des soldats romains pour sauver sa virginité, histoire racontée sur les bas-reliefs de la fontaine.Cette fontaine monumentale, adossée à un palais, reprend la forme d'un temple ou d'un arc de triomphe.La fontaine est une allégorie de l'Océan avec, au centre, Neptune, se tenant sur un char en forme de coquille, tiré par deux chevaux marins, représentant l'eau violente (gauche) et l'eau sauvage (droite). Ils sont guidés par deux tritons.",0,culture
2,"Piazza Navona, 00186 Roma RM, Italie",20,La piazza Navona,4.5,navona.jpg,"Située près du Panthéon, la piazza Navona est construite sur le site d’un stade antique. Elle abrite la fontaine des Quatre-Fleuves ainsi que l’église Sainte-Agnès-en-Agone. De style baroque, elle fait partie des plus belles places de Rome.",0,culture
2,Via della Panatteria,40,San Crispino,4,sancrispino.jpg,"Venez déguster une des meilleure glace de la ville à deux pas de la fontaine de Trevi. La file d’attente y est souvent impressionnante mais les meilleures choses se méritent dans la vie.

",8,visit
2,Via del corso,150,Shopping,4,viadelcorso.jpg,"Sur plus d’un kilomètre et demi, Via del Corso offre pléthore de boutiques. Un lieu idéal pour s'adonner au shopping, tout en y mêlant un peu d’histoire.",0,"culture"
2,"Piazzale Napoleone I, 00197 Roma RM, Italie",120,Villa Borghese,3.5,villaborghese.jpg,"La visite de la Villa Borghese figure très souvent dans la liste des incontournables à faire à Rome. Ce vaste parc situé au coeur de Rome abrite plusieurs musées, le plus célèbre étant la galerie Borghèse.",20,"culture"
2,"00120 Vatican City",300,Città del Vaticano,5,vatican.jpg,"Si tous les chemins mènent à Rome, il est impossible de voyager dans la ville sans visiter le Vatican !Plus petit état au monde, il se trouve juste à l’ouest du Tibre au beau milieu de la ville de Rome. Il forme une sorte d’enclave aux nombreux trésors architecturaux et bien sûr religieux. Chaque année environ 5 millions de personnes se rendent au Vatican. Je te conseille donc de bien préparer ta visite car tous les sites ne sont pas ouverts tous les jours, toutes les tenues ne sont pas appropriées et si tu ne veux pas perdre plus de temps dans les files d’attente que dans les sites, il faut tout planifier et acheter tes billets à l’avance. Le Vatican est célèbre pour être le lieu de résidence du Pape et théâtre de ces allocutions. Qui n’a pas souvenir des envolées de pigeons sur la place Saint Pierre lors des discours papaux ? L’état compte aussi de nombreux lieux à visiter.",16,culture
2,Piazza San Pietro. Vatican City.,60,Plaza de San Pedro,4,saintpeter.jpg,"St. Peter's Square is one of the largest and most beautiful squares in the world. It is located in Vatican City, at the feet of St. Peter's Basilica The dimensions of the square are spectacular: 320 meters long and 240 meters wide. In the liturgies and more noticeable events St. Peter's Square has held more than 300,000 people.The construction of the square was carried out between 1656 and 1667 at the hand of Bernini, with the support of Pope Alexander XII.
",0,culture
2,Trastevere,120,Lunch in Trastevere,4.5,trastevere.jpg,"Se promener dans le Trastevere, c'est un peu comme se retrouver au beau milieu d'une carte postale. Rien ne manque : les vénérables demeures aux chatoyants tons ocres typiques de Rome, les balcons chargés de verdure, le linge suspendu aux fenêtres, les troquets flanqués de minuscules terrasses... Face à un tel concentré de pittoresque, il est parfois difficile de réprimer l'envie de sortir son appareil photo tous les quelques mètres.

",20,visit
2,"Via Ostiense, 68, 00154 Roma",180,Doppiozeroo,4,doppiozeroo,"C’est à ce bar que nous remettons le prix du meilleur apéritif de Rome. Lieu de rencontre de la capitale, c’est vers 18h00 jusqu’à 21 Heures que l’endroit s’anime. Le buffet à volonté est délicieux(pizzas,pâtes,poissons, salades vertes, charcuterie ect..) et copieux.",10,party
2,"Viale Ventuno Aprile, 19, 00162 Roma",90,Momart café,3.5,momart.jpg,"Un verre accompagné d’un buffet à volonté revient à 10 Euros .La seconde consommation vous coutera 6 Euros.L’apéro commence à 18 Heure 30 et se termine à 21H00.La décoration est branchée et il est conseillé d’arriver vers 17H30 car c'est bien bondé.
Le point fort de ce lounge-bar ,c’est l’exellent buffet avec d’excellentes pizzas ,d’excellentes pâtes, d’excellents sandwichs jusqu’à plus faim…",15,"visit"
2,"Via Tagliamento 9, Roma",240,Piper Club,4.5,piper.jpg,"Le Piper, ouvrir dans 1965, est une discothèque et un établissement historique de la vie nocturne romaine. Qui, 60, il ya des concerts et des soirées qui ont accueilli des artistes de renom italienne et internationale. Aujourd'hui, Piper est deux discothèques où la musique en direct, pop, roche e indie. Vendredi musique vintage années 70, '80 Et '90, Samedi la musique commerciale et de l'électronique pour le jeune public.",20,party
2,"Via di Pietralata, 159/1, Roma",300,Lanificio 159,4.5,lanificio.jpg,"Ancien bâtiment industriel converti en un club qui propose des soirées avec de la musique et de l'électronique, ainsi que des concerts et musique live. A l'intérieur, il ya des cours de peinture et dessin et le brunch; Sur la terrasse de l'immeuble, est un jardin potager métropolitaine éco durable.",15,"out"
2,"Via di Monte Testaccio 69, Roma",240,Akab Club,3.5,akab.jpg,"Akab est un des clubs historiques de la capitale: Ex menuiserie, est devenu le 1992 une place pour les groupes émergents. Il a accueilli des artistes comme Giorgia, Young Love, Samuele Bersani et Max Gazzè. Le club dispose de trois pistes musicales différentes qui alternent selon les soirs: Jeudi musique hip-hop, r'n'b e noir, Vendredi musique Indie et Electro, tandis que le samedi de la musique commerciale et entrée gratuite pour les femmes. Disco pas manquer le vendredi et le samedi soir, avec une vaste piste de danse et tout aussi grand bar où vous pouvez commander une boisson et l'essayer avec les jolies filles toujours affluer à ce club. La clientèle est jeune (sur 20 année jusqu'à 30) et il ya toujours beaucoup de touristes. Fringué à la mode.",20,party
2,"Via Santo Spirito",180,Country Club Castelgandolfo,4,gandolfo.jpg,"A par 72 , 18 holes, 6205 metre golf course designed by Robert Trent Jones inside a volcanic crater.It has a 17th century club house, allowing view on the entire course, and it  offers many bunkers, mini lakes, artificial obstacles and thousand of other traps such as age-old olive trees and oak trees, to increase the game experience.Hole 4 is in the list of the best 150 holes in the world.The Castel Gandolfo Country Club is located at about 20 km from Rome, near the Pope’s holiday residence.The club has no closing days.",30,"sport"
2,"via labicana, 49",300,TopBike Rental & Tours,4,rentabike.jpg,"TopBike Rental & Tours gives you the choice of a high quality mountain bike, trekking bike, speed bike or road bike, with built-in high quality components to make your ride enjoyable and safe:Lighter bike frames – also carbon - for easier pedaling, shifts (Shimano Deore LX/XT) for choosing the perfect gear with absolute precision and speed, brakes (Deore XT or Avid Single Digit), forks and suspensions for a better control on any kind of surface, making your ride down the cobblestone roads or along the uneven Ancient Appian Way an easy, safe and fully enjoyable experience.Choose the type of bicycle that best suits your riding style! Personalize your bike with the equipment you can include simply by booking in advance.
",25,"sport, culture"
2,"Via Cornovecchio, 10, 00188 Roma RM, Italie",300,ItaliaSkydive,3.5,italiaskydive.jpg,"After a short briefing of about 20 minutes about the exit from the aircraft, control in freefall and the landing, you will be ready for the jump and you will go on the airplane with your tandem instructorDuring the climb with airplane you will be hooked up to your instructor parachute. Once you reach the height of 4000 meters you will jump from the airplane with your tandem pilot and you will reach the speed of 200 km/h for about 50 seconds of freefall until the opening of the parachute at 1700 metersOnce the parachute will be open you will enjoy other 5 minutes of great emotions and you will lead the the parachute with brakes, until few hundreds meters from the ground, then your instructor will lead again and you will land safely and comfortably.
",40,Sport
3,"Vésuvio, 80056, Naples",120,Le Vésuve,3.9,Vesuvio.jpg,"The only active volcano on the European mainland, Vesuvio is best known for its dramatic eruption in 79 CE, which led to the destruction of ancient cities Herculaneum and Pompeii. The volcano is now the centerpiece of a national park, established in 1995 to prevent further development in the area. The summit of the volcano is open to visitors, with a network of well-maintained paths around the mountain. An access road can get you to about 200 m (660 ft) from the summit (measured vertically), but after that access is on foot only. A spiral walkway leads up the final section of the climb, from the road to the rim of the crater. On a sunny day, you'll have sweeping views of the surrounding area, stretching all the way to the Bay of Naples.",0,culture
3,"Piazza Museo, 19",120,Musée National Archéologie de Naples,4.4,national-archaeological.jpg,"Delve into Italy's diverse history at National Archaeological Museum of Naples. Considered the most important archeological museum in Italy, it boasts a collection of Greek, Roman, and Renaissance antiquities housed in a 16th-century palace. Admire the dozens of intricately-made pieces in the mosaic collection, or visit the museum's Secret Cabinet to see hundreds of Roman artifacts from the site of Pompeii. Pick up an audio guide at the entrance to learn more about the specific pieces, as well as Pompeii's history.",Tickets from 16€,culture
3,Shore excusrion 81100 Naples,240,Shore Excursion in Naples,4.8,fe.jpg,"When the passion and the love for one's country meet professionalism, competence and experience.

What makes Mondo Guide one of the best Destination Management Companies to provide touristic services in Italy is a combination of two main elements. These are, the professionalism of a long standing and well established company and the attention of a family run business, for which Mondo Guide is able to deliver high quality services specifically designed to satisfy the different needs of each client.",From 300€,visit
3,"Piazza del Gesù Nuovo",30,Cloister of Santa Chiara,4.7,cloister.jpeg,"Constructed in 1310 as a burial site, Cloister of Santa Chiara shares Neapolitan religious and artistic history. Explore the Gothic-style basilica and its ten chapels. Destroyed during World War II, the basilica was restored in the 1950s. Examine the intricate designs and grand decorations of the royal tomb. Admire the mosaics, fresco remnants, and Renaissance-era statues throughout. The museum features artifacts from the monastery as well as details about the complex's origins.
",0,fe.jpg
3,"Naples Cruise Terminal | Via Cilea 112, 80127, Naples",540,Leisure Italy - Tour,5,Amalfi-Coast.jpg,"
Leisure Italy top tour would be the best choice if you are a first time traveller in the area. The breath-taking Amalfi Coast featuring its charming Mediterranean  Villages – such as Amalfi, Positano, Ravello, Sorrento and the incredible Excavations of the Ancient Pompeii, preserved intact under 20 feet of ashes by Mount Vesuvius. History, Art, Archaeology, Landscape and – why not – some Time at Leisure, everything in one unforgettable experience!",From 385€,culture
3,"Vicinale Ficocelle 70, 80014, Naples",240,Eat in Italy Food Tours,4.8,eating-tour.jpeg,A tasty 5 hour tour around the Chiaia neighborhood and underground Naples,100€,food
3,"via Posillipo 68",150,Kayak Napoli,4.8,sunset12.jpg,Daily afternoon sunset tour in kayak. Enjoy the most evocative moment of the day by admiring Napoli’s famous sunset from the best position on the sea.,25€,sport
3,"Via Partenope, 37, 80121 Napoli NA",240,"Ride A Bike Naples, Naples",5,bike-naples.jpeg,"Ride a Bike Naples Is a Neapolitan Agency specialized in bike tours with three years in this business. We work for giving you the best experience and let you live at “least” four hours as we do in this beautiful city every day.

Our guides are highly specialized, formed at National Accademy of Mountain Bike they will take care of you all time and show you the best spot in Naples. Get around the city with a professional and local guide is what our customers looking for.

Last year high rates and good response from our tour operators let us grow quite a lot and this 2018 we are planning new routes and new tours. With Ischia,Procida and Pozuoli we will be everywhere every day.

Our tours are 100% customized and we offer a good range of bikes and E-bikes.",From 15€,sport
3,"Wine Tour Amalfi Coast, Amalfi, 84011, italy",240,Wine Tour Amalfi Coast,5,wine-tour.jpg,"With Wine Tour Amalfi Coast, you can take a delicious journey through Italian cuisine and winemaking heritage. In addition to sightseeing tours to exciting destinations like Positano and Ravello, as well as noted local wineries, you can enjoy a range of immersive food and wine experiences. Sign up for a pizza workshop, luxury mozzarella class, or a trek along the scenic Amalfi Coast with a tasty lunch or dinner at one of the area's eateries. The operator offers transfers from Naples, Salerno, and Rome airports, as well as from Naples, Salerno, Rome, Sorrento, and Civitavecchia railway stations and ports. See details on the website, where you'll also find info about tours and special packages.
",50€,food
3,"Via del Saraceno",240,"L'Uomo e il Mare, Positano",4.7,721.jpeg,"Explore the natural attractions of Amalfi Coast and the island of Capri by joining a boat tour with L'Uomo e il Mare. Maneuvering close to the area's limestone cliffs, your skillful captain will take you to hidden coves and pristine grottos as you enjoy views of hills forested with olive trees and other Mediterranean vegetation. Highlights of the trip include visits to Grotta Azzurra (The Blue Cave) on Capri and the Fjord of Furore on the coast of Amalfi. You can also choose to explore the less crowded Emerald Cave, where the water changes from cobalt blue to emerald green depending on the time of day.",45€,visit
4,"Piazza Maggiore, 40124 Bologna",120,Piazza Maggiore,4.5,piazza-maggiore.jpg,"As the central square in Bologna, the Piazza Maggiore is located right in the centre of the city and serves as an important historical place. This square is packed full with important buildings including the Pallazo d’Accursio, the Palazzo del Podesta, the Basilica di San Petronio and the Palazzo Comunale.",0,culture
4,"Via Altabella, 15, 40100 Bologna",120,The leaning towers of Bologna,4.5,garisenda-towers.jpg,"Who would of thought that the famous tower at Pisa is not the only leaning tower? Bologna actually has a pair of leaning towers and one is taller than the iconic campanile! Bologna actually has a myriad of towers, but the two tall examples standing in the Piazza di Porta Ravegnana are the most legendary.",5,culture
4,"Piazza Galvani, 5, 40124 Bologna",60,San Petronio,4,san-petronio.jpg,"This immense structure stands as the 10th largest church in the world by volume and presents a domineering presence in the centre of the Piazza Maggiore. Dedicated to Saint Petronius who is actually the patron saint of Bologna, the church has a Gothic design and it is noted for both it sheer size and its unfinished front facade.",0,culture
4,"Piazza Galvani, 1, 40124 Bologna",90,Archiginnasio,3,archiginnasio.jpg,"Listed as one of the most important buildings in Bologna, the Archiginnasio was once the main buildings of the University of Bologna and now houses the famous Anatomical Theatre.",3,culture
4,"Via dell'Archiginnasio, 2, 40124 Bologna",120,Bologna Archaeological Museum,4.5,bologna-archaeological-museum.jpg,"A fine museum in the heart of Bologna, the Archaeological Museum offers a fantastic insight into the history of the city throughout the ages. Located on the Piazza Maggiore, the museum is easily accessible and is a fascinating place to visit.",3,museum
4,"Via delle Belle Arti, 56, 40126 Bologna",150,Bologna National Gallery,4.5,pinacoteca-nazionale-di-bologna.jpg,"Whilst some galleries display works from a variety of countries, the Bologna National Gallery contains works that are related someway to the Emilian region and the city – These paintings range in age as far back as the 13th century, up to the 18th century.",6,art
4,"Piazza dell Otto Agosto",180,La Piazzola Market,4,la-piazzola-market.jpg,"This historic market has been held in Bologna for hundreds of years and continues to prove increasingly popular with both the locals and tourists. Located in the Piazza dell Agosto which can be found to the north of the city centre, the market features over 400 different stalls and is a truly fascinating sight to witness.",0,culture
4,Monte della Guardia,180,Monte della Guardia,4.5,monte-della-guardia.jpg,The longest portico in the world leads up to the top of Monte della Guardia. This forested hill provides a fantastic escape from the city and reaches a height of approximately 300m.,0,sport
4,"Via di San Luca, 36, 40135 Bologna",60,Santuario di Madonna di San Luca,4.5,santuario-della-madonna-di-san-luca.jpg,"As one of the oldest churches in Bologna, the Sanctuary of Madonna was first created in 1194 but not finished until 1765. This church sits on top of the Monte della Guardia and offers great views of the city of Bologna.",5,culture
4,"Piazzetta Prendiparte 5, 40126 Bologna",60,Torre Prendiparte,4,torre-prendiparte.jpg,"As previously mentioned, Bologna was once full of tall, narrow stone towers during the Middle Ages – Only a handful still remain today in their original shape and design, one of which is the Torre Prendiparte.",5,culture
5,"Centro Storico di Benevento, Campanie",120,Benevento,4,Benevento.jpg,,0,"visit"
5,"Sassi di Matera, Matera, Italie",200,Visit Matera,5,Matera.jpg ,"Célèbre dans le monde entier grâce au film The Passion de Mel Gibson,
Matera et les Sassi est un monde fantastique à découvrir.",0,"visit"
5,"Castel del Monte, Andria",60,Castel del Monte,3,CastelDelMonte.jpg,L'un des symboles des Pouilles et de l'Italie dans le monde.,0,"visit"
5,"Muraglia di Bari, Bari",60,Muraglia di Bari ,3,MuragliaBari.jpg,,0,"visit"
5,"Alberobello, Bari, Italie",120,I Trulli di Alberobello,5,Albarobello.jpg,L'un des sites du patrimoine mondial de l'UNESCO les plus célèbres au monde.Visitez les quartiers Rione Monti et Aia Piccola de Trulli,0,"visit"
5,"Basilica San Nicola, Bari",15,Basilica San Nicola,4,SanNicola.jpg,Visite guidée à l'intérieur de la basilique supérieure et de la crypte,0,"culture"
5,"Piazza del Ferrarese, Bari",30,Piazza del Ferrarese,3,Ferrarese.jpg,"Visitez la place principale avec vue sur la mer et promenez-vous dans les rues ""Via delle Orecchiette"" du centre historique où les personnes âgées, Bari, confectionnent une orecchiette à la main.
",0,"visit"
5,"Mercato del Pesce, Bari",120,Mercato del Pesce,4,MercatoPesce.jpg,Dégustation de bière Peroni & visite du marché aux poissons,0,"visit"
5,"Citta Vecchia - Bari",180,Learn to make traditional pasta,3,TraditionalPasta.jpg,"Bari est la belle capitale de la région des Pouilles, sur la mer turquoise de l'Adriatique, en Italie. La ville offre environ une journée de visites et la vieille ville est magnifique.
Devenu chef d'un jour dans cette ville magnifique, découvrez les pâtes italiennes. Entrez dans la maison de votre hôte et professeur, Mario, situé dans l’un des quartiers les plus animés de la ville.",54-100 ,culinary
5,"Bari",180,Bari city-tour on bike,4,BariBikeTour.jpg,"Faites une agréable excursion en vélo à Bari à la découverte des attractions les plus importantes. Vous visiterez le vieux centre-ville et le quartier du XIXe siècle. Vous admirerez la Basilica di San Nicola, la cathédrale de San Sabino, le Castello Normanno-Svevo (château souabe). ",25-100 ,sport
5,"70044 Polignano a Mare, Bari, Italie",180,Polignano a mare,4,Polignano.jpg,"Polignano a mare is a town of Greek origins. It is located on a deep gorge overlooking the Adriatic sea on a steep rocky cliff of karst nature. Because of the karst nature of the cliff there is a number of caves on the sea that were inhabited by the prehistoric men. Of these, marine caves the Palazzese grotto, is the most enchanting one and should be seen.
The historic centre of Poligano a mare is well preserved. Its network of alleyways winding among the typical white houses and small courtyards, lead to terraces with amazing views over the Adriatic sea.",0,"visit"
5,"Ostuni",180,Visit Ostuni ,4,Ostuni.jpg,"Ostuni is one of Puglia’s most beautiful cities, a tumble of white-washed buildings perched strategically atop a hill with views of the endless olive trees in the Valle d’Itria countryside, and the glimmering Adriatic Sea just 8 km away.",0,"visit"
5,"70043, Monopoli,  Bari ",180,Cala Verde,3,CalaVerde.jpg,Very beautiful yet intimate beach not far from Bari ,0,"beach"
5,"73010 Punta Prosciutto, Lecce, Italie",180,Punta Prosciutto Beach,5,PuntaProsciutto.jpg,"One of the most beautiful costs in Italy, deserves definitely the travel.",0,"beach"
5,"Via Dei Cedri 14, Bari",120,Demode Club,4,DemodeClub.jpg,"A musical and cultural centre, Demode Club is a spacious venue where to enjoy concerts with national and international artists, including well-known and newcomers but also a place where to dance your shoes off to music like rock, hip hop and 90s. The Demode Club is a good place to have fun with friends and get to know new people that shares your taste in music!",0,going out
5,"Via P. Giannone 16/e, Bari",120,Nordwind,3,Nordwing.jpg,"This American pub attracts a mixed clientele, since it´s not only considered as a pub but also as a pizzeria and a proper nightclub. So, do not be surprised if you encounter families having something to eat in the early evening and as the evening falls big groups of Erasmus students on the dancefloor!",0,going out
6,"Via Fornillo, 84017 Positano",240,Spiaggia del Fornillo,5,spiaggia_del_fornillo.jpg,"The Amalfi coast is famous for its delightfully divine towns that sit high above the sea on the sides of rocky cliffs. Smaller and less glamorous than neighboring beaches, Spiaggia del Fornillo is a special little beach with pretty pebbles and clear waters. Take a stroll from the buzzing beach at Positano, down a couple of steps, and slip into the unpretentious and peaceful atmosphere of Fornillo beach.",0,beach
7,"Via Ardeatina 9, 00042, Anzio",240,Rivazzurra Beach,3,anzio-beach.jpg,Probably the most trendy beach in Anzio for several years so far... Lots of cool babes and body builded dudes... Piercings and tattoes are almost a must there. The sea is decent to be in that area south of Rome. ,0,beach
8,"Golfo di Baratti, Baratti, Piombino",240,Spiaggia di Baratti,4,spiaggia.jpg,Cool beach,0,beach
